state,district,mandal,village
ANDHRA PRADESH,Adilabad,Kouthala,Gurudpeta
ANDHRA PRADESH,Adilabad,Kouthala,Kanki
ANDHRA PRADESH,Adilabad,Kouthala,Kannepalle
ANDHRA PRADESH,Adilabad,Kouthala,Chipurudubba
ANDHRA PRADESH,Adilabad,Kouthala,Babasagar
ANDHRA PRADESH,Adilabad,Kouthala,Chintala Manepalle
ANDHRA PRADESH,Adilabad,Kouthala,Balaji Ankoda
ANDHRA PRADESH,Adilabad,Kouthala,Gangapur
ANDHRA PRADESH,Adilabad,Kouthala,Burepalle
ANDHRA PRADESH,Adilabad,Kouthala,Korisini
ANDHRA PRADESH,Adilabad,Kouthala,Bandepalle
ANDHRA PRADESH,Adilabad,Bejjur,Bejjur
ANDHRA PRADESH,Adilabad,Bejjur,Rebbena
ANDHRA PRADESH,Adilabad,Bejjur,Rudrapur
ANDHRA PRADESH,Adilabad,Bejjur,Munjampalle
ANDHRA PRADESH,Adilabad,Bejjur,Karjavelli
ANDHRA PRADESH,Adilabad,Bejjur,Kethini
ANDHRA PRADESH,Adilabad,Bejjur,Dimda
ANDHRA PRADESH,Adilabad,Bejjur,Chittam
ANDHRA PRADESH,Adilabad,Bejjur,Gudem
ANDHRA PRADESH,Adilabad,Bejjur,Buruguda
ANDHRA PRADESH,Adilabad,Bejjur,Koyapalle
ANDHRA PRADESH,Adilabad,Bejjur,Nagepalle
ANDHRA PRADESH,Adilabad,Bejjur,Mogavelly
ANDHRA PRADESH,Adilabad,Bejjur,Shivapalle
ANDHRA PRADESH,Adilabad,Bejjur,Ambhaghat
ANDHRA PRADESH,Adilabad,Bejjur,Katepalle
ANDHRA PRADESH,Adilabad,Bejjur,Pothepalle
ANDHRA PRADESH,Adilabad,Bejjur,Marthadi
ANDHRA PRADESH,Adilabad,Bejjur,Kukuda
ANDHRA PRADESH,Adilabad,Bejjur,Rechini
ANDHRA PRADESH,Adilabad,Bejjur,Kushnepalle
ANDHRA PRADESH,Adilabad,Bejjur,Gabbai
ANDHRA PRADESH,Adilabad,Bejjur,Bejjur
ANDHRA PRADESH,Adilabad,Bejjur,Chinnasiddapur
ANDHRA PRADESH,Adilabad,Bejjur,Peddasiddapur
ANDHRA PRADESH,Adilabad,Bejjur,Outsarangipalle
ANDHRA PRADESH,Adilabad,Bejjur,Kondapalle
ANDHRA PRADESH,Adilabad,Bejjur,Lodpalle
ANDHRA PRADESH,Adilabad,Bejjur,Bombaiguda
ANDHRA PRADESH,Adilabad,Bejjur,Yelkapalle
ANDHRA PRADESH,Adilabad,Bejjur,Yellur
ANDHRA PRADESH,Adilabad,Bejjur,Penchikalpet
ANDHRA PRADESH,Adilabad,Bejjur,Gannaram
ANDHRA PRADESH,Adilabad,Bejjur,Koyachichal
ANDHRA PRADESH,Adilabad,Bejjur,Bhatpalle
ANDHRA PRADESH,Adilabad,Bejjur,Agarguda
ANDHRA PRADESH,Adilabad,Bejjur,Gundepalle
ANDHRA PRADESH,Adilabad,Bejjur,Papanpet
ANDHRA PRADESH,Adilabad,Bejjur,Sushmeer
ANDHRA PRADESH,Adilabad,Bejjur,Somini
ANDHRA PRADESH,Adilabad,Bejjur,Tikkapalle
ANDHRA PRADESH,Adilabad,Bejjur,Talai
ANDHRA PRADESH,Adilabad,Bejjur,Telapalle
ANDHRA PRADESH,Adilabad,Bejjur,Muraliguda
ANDHRA PRADESH,Adilabad,Bejjur,Kammergaon
ANDHRA PRADESH,Adilabad,Bejjur,Nandigaon
ANDHRA PRADESH,Adilabad,Bejjur,Jilleda
ANDHRA PRADESH,Adilabad,Kagaznagar,Kagaznagar
ANDHRA PRADESH,Adilabad,Kagaznagar,Malni
ANDHRA PRADESH,Adilabad,Kagaznagar,Metindhani
ANDHRA PRADESH,Adilabad,Kagaznagar,Marepalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Regulguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Kosni
ANDHRA PRADESH,Adilabad,Kagaznagar,Boregaon
ANDHRA PRADESH,Adilabad,Kagaznagar,Gondi
ANDHRA PRADESH,Adilabad,Kagaznagar,Narapur
ANDHRA PRADESH,Adilabad,Kagaznagar,Metpalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Dubbaguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Ankusapur
ANDHRA PRADESH,Adilabad,Kagaznagar,Mahajanguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Nandiguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Vanjiri
ANDHRA PRADESH,Adilabad,Kagaznagar,Bareguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Chinthaguda
ANDHRA PRADESH,Adilabad,Kagaznagar,Easgaon
ANDHRA PRADESH,Adilabad,Kagaznagar,Nazrulnagar
ANDHRA PRADESH,Adilabad,Kagaznagar,Ankhoda
ANDHRA PRADESH,Adilabad,Kagaznagar,Mandva
ANDHRA PRADESH,Adilabad,Kagaznagar,Gannaram
ANDHRA PRADESH,Adilabad,Kagaznagar,Vallakonda
ANDHRA PRADESH,Adilabad,Kagaznagar,Andavelli
ANDHRA PRADESH,Adilabad,Kagaznagar,Bhatpalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Jagannathpur
ANDHRA PRADESH,Adilabad,Kagaznagar,Bodepalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Boregaon
ANDHRA PRADESH,Adilabad,Kagaznagar,Seetanagar
ANDHRA PRADESH,Adilabad,Kagaznagar,Jambuga
ANDHRA PRADESH,Adilabad,Kagaznagar,Nagampet
ANDHRA PRADESH,Adilabad,Kagaznagar,Mosam
ANDHRA PRADESH,Adilabad,Kagaznagar,Raspalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Sarsala
ANDHRA PRADESH,Adilabad,Kagaznagar,Kadamba
ANDHRA PRADESH,Adilabad,Kagaznagar,Jankapur
ANDHRA PRADESH,Adilabad,Kagaznagar,Pothepalle
ANDHRA PRADESH,Adilabad,Kagaznagar,Guntlapet
ANDHRA PRADESH,Adilabad,Asifabad,Asifabad
ANDHRA PRADESH,Adilabad,Asifabad,Wadiguda
ANDHRA PRADESH,Adilabad,Asifabad,Ada
ANDHRA PRADESH,Adilabad,Asifabad,Edasgondi
ANDHRA PRADESH,Adilabad,Asifabad,Danapur
ANDHRA PRADESH,Adilabad,Asifabad,Ippalnavegaon
ANDHRA PRADESH,Adilabad,Asifabad,Saleguda
ANDHRA PRADESH,Adilabad,Asifabad,Gudigudi
ANDHRA PRADESH,Adilabad,Asifabad,Govindapur
ANDHRA PRADESH,Adilabad,Asifabad,Gundi
ANDHRA PRADESH,Adilabad,Asifabad,Cherpalle
ANDHRA PRADESH,Adilabad,Asifabad,Sankepalle
ANDHRA PRADESH,Adilabad,Asifabad,Nandupa
ANDHRA PRADESH,Adilabad,Asifabad,Rahapalle
ANDHRA PRADESH,Adilabad,Asifabad,Rajura
ANDHRA PRADESH,Adilabad,Asifabad,Mekalwada
ANDHRA PRADESH,Adilabad,Asifabad,Keslapur
ANDHRA PRADESH,Adilabad,Asifabad,Pippalgaon
ANDHRA PRADESH,Adilabad,Asifabad,Yellaram
ANDHRA PRADESH,Adilabad,Asifabad,Kommuguda
ANDHRA PRADESH,Adilabad,Asifabad,Dadpapur
ANDHRA PRADESH,Adilabad,Asifabad,Khapri
ANDHRA PRADESH,Adilabad,Asifabad,Nimbada
ANDHRA PRADESH,Adilabad,Asifabad,Babapur
ANDHRA PRADESH,Adilabad,Asifabad,Ankusapur
ANDHRA PRADESH,Adilabad,Asifabad,Buruguda
ANDHRA PRADESH,Adilabad,Asifabad,Mothuguda
ANDHRA PRADESH,Adilabad,Asifabad,Appepalle
ANDHRA PRADESH,Adilabad,Asifabad,Kommuguda
ANDHRA PRADESH,Adilabad,Asifabad,Edulwada
ANDHRA PRADESH,Adilabad,Asifabad,Singaraopet
ANDHRA PRADESH,Adilabad,Asifabad,Chilatiguda
ANDHRA PRADESH,Adilabad,Asifabad,Samela
ANDHRA PRADESH,Adilabad,Asifabad,Tumpalle
ANDHRA PRADESH,Adilabad,Asifabad,Dagleshwar
ANDHRA PRADESH,Adilabad,Asifabad,Kosara
ANDHRA PRADESH,Adilabad,Asifabad,Itukyal
ANDHRA PRADESH,Adilabad,Asifabad,Balegaon
ANDHRA PRADESH,Adilabad,Asifabad,Demmidiguda
ANDHRA PRADESH,Adilabad,Asifabad,Wavudham
ANDHRA PRADESH,Adilabad,Asifabad,Mankapur
ANDHRA PRADESH,Adilabad,Asifabad,Kutoda
ANDHRA PRADESH,Adilabad,Asifabad,Malan Gondi
ANDHRA PRADESH,Adilabad,Asifabad,Shakangondi
ANDHRA PRADESH,Adilabad,Asifabad,Ada - Dasnapur
ANDHRA PRADESH,Adilabad,Asifabad,Sirasgaon
ANDHRA PRADESH,Adilabad,Asifabad,Wadigondi
ANDHRA PRADESH,Adilabad,Asifabad,Mowad
ANDHRA PRADESH,Adilabad,Asifabad,Siryan Mowad
ANDHRA PRADESH,Adilabad,Asifabad,Balahanpur
ANDHRA PRADESH,Adilabad,Asifabad,Temrianmovad
ANDHRA PRADESH,Adilabad,Asifabad,Kowdianmovad
ANDHRA PRADESH,Adilabad,Asifabad,Suddha Ghat
ANDHRA PRADESH,Adilabad,Asifabad,Devadurgam
ANDHRA PRADESH,Adilabad,Asifabad,Chirrakunta
ANDHRA PRADESH,Adilabad,Asifabad,Padibonda
ANDHRA PRADESH,Adilabad,Asifabad,Danaboinapeta
ANDHRA PRADESH,Adilabad,Asifabad,Mondepalle
ANDHRA PRADESH,Adilabad,Asifabad,Routsankepalle
ANDHRA PRADESH,Adilabad,Asifabad,Perasnambal
ANDHRA PRADESH,Adilabad,Asifabad,Addaghat
ANDHRA PRADESH,Adilabad,Asifabad,Asifabad (CT)
ANDHRA PRADESH,Adilabad,Jainoor,Jainoor
ANDHRA PRADESH,Adilabad,Jainoor,Ashapalle
ANDHRA PRADESH,Adilabad,Jainoor,Jendaguda
ANDHRA PRADESH,Adilabad,Jainoor,Patnapur
ANDHRA PRADESH,Adilabad,Jainoor,Gudamamda
ANDHRA PRADESH,Adilabad,Jainoor,Addesar
ANDHRA PRADESH,Adilabad,Jainoor,Bhusimatta
ANDHRA PRADESH,Adilabad,Jainoor,Rasimatta
ANDHRA PRADESH,Adilabad,Jainoor,Daboli
ANDHRA PRADESH,Adilabad,Jainoor,Lendiguda
ANDHRA PRADESH,Adilabad,Jainoor,Ushegaon
ANDHRA PRADESH,Adilabad,Jainoor,Jamgaom
ANDHRA PRADESH,Adilabad,Jainoor,Shivanur
ANDHRA PRADESH,Adilabad,Jainoor,Marlawai
ANDHRA PRADESH,Adilabad,Jainoor,Dubbaguda
ANDHRA PRADESH,Adilabad,Jainoor,Powerguda
ANDHRA PRADESH,Adilabad,Jainoor,Jamni
ANDHRA PRADESH,Adilabad,Jainoor,Polasa
ANDHRA PRADESH,Adilabad,Jainoor,Jainoor (CT)
ANDHRA PRADESH,Adilabad,Utnoor,Utnoor
ANDHRA PRADESH,Adilabad,Utnoor,Chintakarra
ANDHRA PRADESH,Adilabad,Utnoor,Narsapur (Buzurg)
ANDHRA PRADESH,Adilabad,Utnoor,Ghatti
ANDHRA PRADESH,Adilabad,Utnoor,Wadoni
ANDHRA PRADESH,Adilabad,Utnoor,Chandur
ANDHRA PRADESH,Adilabad,Utnoor,Hasnapur
ANDHRA PRADESH,Adilabad,Utnoor,Yenka
ANDHRA PRADESH,Adilabad,Utnoor,Umri
ANDHRA PRADESH,Adilabad,Utnoor,Narsapur (Khurd)
ANDHRA PRADESH,Adilabad,Utnoor,Sakhera
ANDHRA PRADESH,Adilabad,Utnoor,Andholi
ANDHRA PRADESH,Adilabad,Utnoor,Pulimadgu
ANDHRA PRADESH,Adilabad,Utnoor,Yenda
ANDHRA PRADESH,Adilabad,Utnoor,Shampur
ANDHRA PRADESH,Adilabad,Utnoor,Salewada (Buzurg)
ANDHRA PRADESH,Adilabad,Utnoor,Salewada (Khurd)
ANDHRA PRADESH,Adilabad,Utnoor,Kopergadh
ANDHRA PRADESH,Adilabad,Utnoor,Wadgalpur (Khurd)
ANDHRA PRADESH,Adilabad,Utnoor,Wadgalpur (Buzurg)
ANDHRA PRADESH,Adilabad,Utnoor,Tandra
ANDHRA PRADESH,Adilabad,Utnoor,Luxettipet
ANDHRA PRADESH,Adilabad,Utnoor,Nagapur
ANDHRA PRADESH,Adilabad,Utnoor,Heerapur - J
ANDHRA PRADESH,Adilabad,Utnoor,Ramlingampet
ANDHRA PRADESH,Adilabad,Utnoor,Durgapur
ANDHRA PRADESH,Adilabad,Utnoor,Rampur (Khurd)
ANDHRA PRADESH,Adilabad,Utnoor,Lakkaram
ANDHRA PRADESH,Adilabad,Utnoor,Gangamapet
ANDHRA PRADESH,Adilabad,Utnoor,Gangapur
ANDHRA PRADESH,Adilabad,Utnoor,Kamnipet
ANDHRA PRADESH,Adilabad,Utnoor,Heerapur
ANDHRA PRADESH,Adilabad,Utnoor,Tejapur - J
ANDHRA PRADESH,Adilabad,Utnoor,Danthanpalle
ANDHRA PRADESH,Adilabad,Utnoor,Ghanpur
ANDHRA PRADESH,Adilabad,Utnoor,Narsapur (New)
ANDHRA PRADESH,Adilabad,Utnoor,Bhupet
ANDHRA PRADESH,Adilabad,Utnoor,Balampur
ANDHRA PRADESH,Adilabad,Utnoor,Birsaipet
ANDHRA PRADESH,Adilabad,Utnoor,Utnur (CT)
ANDHRA PRADESH,Adilabad,Ichoda,Ichoda
ANDHRA PRADESH,Adilabad,Ichoda,Adegaon (Khurd)
ANDHRA PRADESH,Adilabad,Ichoda,Gubba
ANDHRA PRADESH,Adilabad,Ichoda,Junni
ANDHRA PRADESH,Adilabad,Ichoda,Babuldhole
ANDHRA PRADESH,Adilabad,Ichoda,Boregaon
ANDHRA PRADESH,Adilabad,Ichoda,Kamgir
ANDHRA PRADESH,Adilabad,Ichoda,Ponna
ANDHRA PRADESH,Adilabad,Ichoda,Sunkidi
ANDHRA PRADESH,Adilabad,Ichoda,Sirikonda
ANDHRA PRADESH,Adilabad,Ichoda,Heerapur
ANDHRA PRADESH,Adilabad,Ichoda,Soanpalle
ANDHRA PRADESH,Adilabad,Ichoda,Dhoba (Buzurg)
ANDHRA PRADESH,Adilabad,Ichoda,Talamadri
ANDHRA PRADESH,Adilabad,Ichoda,Madapur
ANDHRA PRADESH,Adilabad,Ichoda,Jamidi
ANDHRA PRADESH,Adilabad,Ichoda,Adegaon (Buzurg)
ANDHRA PRADESH,Adilabad,Ichoda,Girjam
ANDHRA PRADESH,Adilabad,Ichoda,Chincholi
ANDHRA PRADESH,Adilabad,Ichoda,Navagaon
ANDHRA PRADESH,Adilabad,Ichoda,Dhaba Khurd
ANDHRA PRADESH,Adilabad,Ichoda,Salyada
ANDHRA PRADESH,Adilabad,Ichoda,Malyal
ANDHRA PRADESH,Adilabad,Ichoda,Mankapur
ANDHRA PRADESH,Adilabad,Ichoda,Dharmapuri
ANDHRA PRADESH,Adilabad,Ichoda,Jalda
ANDHRA PRADESH,Adilabad,Ichoda,Kokasmannar
ANDHRA PRADESH,Adilabad,Ichoda,Makhra (Buzurg)
ANDHRA PRADESH,Adilabad,Ichoda,Makhra (Khurd)
ANDHRA PRADESH,Adilabad,Ichoda,Gundi
ANDHRA PRADESH,Adilabad,Ichoda,Keshapatnam
ANDHRA PRADESH,Adilabad,Ichoda,Narsapur
ANDHRA PRADESH,Adilabad,Ichoda,Gundala
ANDHRA PRADESH,Adilabad,Ichoda,Neradigonda
ANDHRA PRADESH,Adilabad,Ichoda,Lingapur
ANDHRA PRADESH,Adilabad,Ichoda,Gaidpalle
ANDHRA PRADESH,Adilabad,Ichoda,Gandiwagu
ANDHRA PRADESH,Adilabad,Ichoda,Babjepet
ANDHRA PRADESH,Adilabad,Ichoda,Jogipet
ANDHRA PRADESH,Adilabad,Ichoda,Sirichalma
ANDHRA PRADESH,Adilabad,Ichoda,Narayanapur
ANDHRA PRADESH,Adilabad,Ichoda,Neradigonda (K)
ANDHRA PRADESH,Adilabad,Ichoda,Ichoda (CT)
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bazarhathnoor
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Umarda (Buzurg)
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Girjai
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bhutai (Khurd)
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Dhabadi
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Gokonda
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Yesapur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Morekhandi
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Harkai
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Ananthapur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Kinnerpalle
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Dignoor
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Gangapur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Rampur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Tembi
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Dharampuri
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bhosra
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Dehgaon
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Chintal Sangvi
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bhutai (Buzurg)
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Mankapur (P)
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Jatarla
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bazarhatnur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Kolhari
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Bandrev
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Balanpur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Girnur
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Pipri
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Kandli
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Kankadurga
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Mohada
ANDHRA PRADESH,Adilabad,Bazarhathnoor,Warthamanoor
ANDHRA PRADESH,Adilabad,Boath,Boath
ANDHRA PRADESH,Adilabad,Boath,Wajar
ANDHRA PRADESH,Adilabad,Boath,Chintalabori
ANDHRA PRADESH,Adilabad,Boath,Ghanpur
ANDHRA PRADESH,Adilabad,Boath,Sonala
ANDHRA PRADESH,Adilabad,Boath,Kowtha (Khurd)
ANDHRA PRADESH,Adilabad,Boath,Dera
ANDHRA PRADESH,Adilabad,Boath,Sangvi
ANDHRA PRADESH,Adilabad,Boath,Kowtha (Buzurg)
ANDHRA PRADESH,Adilabad,Boath,Sakhera
ANDHRA PRADESH,Adilabad,Boath,Tewiti
ANDHRA PRADESH,Adilabad,Boath,Medi
ANDHRA PRADESH,Adilabad,Boath,Pardi (Buzurg)
ANDHRA PRADESH,Adilabad,Boath,Pardi (Khurd)
ANDHRA PRADESH,Adilabad,Boath,Gollapur
ANDHRA PRADESH,Adilabad,Boath,Babera
ANDHRA PRADESH,Adilabad,Boath,Kantegaon
ANDHRA PRADESH,Adilabad,Boath,Nigini
ANDHRA PRADESH,Adilabad,Boath,Marlapalle
ANDHRA PRADESH,Adilabad,Boath,Nakkalawada
ANDHRA PRADESH,Adilabad,Boath,Karathwada
ANDHRA PRADESH,Adilabad,Boath,Boath (Buzurg)
ANDHRA PRADESH,Adilabad,Boath,Kistapur
ANDHRA PRADESH,Adilabad,Boath,Kangutta
ANDHRA PRADESH,Adilabad,Boath,Demmi
ANDHRA PRADESH,Adilabad,Boath,Pochera
ANDHRA PRADESH,Adilabad,Boath,Venkatapur
ANDHRA PRADESH,Adilabad,Boath,Kuchalapur
ANDHRA PRADESH,Adilabad,Boath,Dhannur (Buzurg)
ANDHRA PRADESH,Adilabad,Boath,Pippaladhari
ANDHRA PRADESH,Adilabad,Boath,Boath (Khurd)
ANDHRA PRADESH,Adilabad,Boath,Keslapur
ANDHRA PRADESH,Adilabad,Boath,Patnapur
ANDHRA PRADESH,Adilabad,Boath,Suradapur
ANDHRA PRADESH,Adilabad,Boath,Narayanpur
ANDHRA PRADESH,Adilabad,Boath,Anduru
ANDHRA PRADESH,Adilabad,Boath,Birlagondi
ANDHRA PRADESH,Adilabad,Boath,Dhannur  (Khurd)
ANDHRA PRADESH,Adilabad,Boath,Bahrapur
ANDHRA PRADESH,Adilabad,Boath,Nagapur
ANDHRA PRADESH,Adilabad,Neradigonda,Neradigonda
ANDHRA PRADESH,Adilabad,Neradigonda,Gajli
ANDHRA PRADESH,Adilabad,Neradigonda,Gandhari
ANDHRA PRADESH,Adilabad,Neradigonda,Kupti (Buzurg)
ANDHRA PRADESH,Adilabad,Neradigonda,Kupti (Khurd)
ANDHRA PRADESH,Adilabad,Neradigonda,Kumari
ANDHRA PRADESH,Adilabad,Neradigonda,Malkalpahad
ANDHRA PRADESH,Adilabad,Neradigonda,Raipur
ANDHRA PRADESH,Adilabad,Neradigonda,Tejapur
ANDHRA PRADESH,Adilabad,Neradigonda,Chincholi
ANDHRA PRADESH,Adilabad,Neradigonda,Tarnam (Khurd)
ANDHRA PRADESH,Adilabad,Neradigonda,Tarnam (Buzurg)
ANDHRA PRADESH,Adilabad,Neradigonda,Madhapur
ANDHRA PRADESH,Adilabad,Neradigonda,Kuntala (Buzurg)
ANDHRA PRADESH,Adilabad,Neradigonda,Venkatapur
ANDHRA PRADESH,Adilabad,Neradigonda,Wagdhari
ANDHRA PRADESH,Adilabad,Neradigonda,Jasnapur
ANDHRA PRADESH,Adilabad,Neradigonda,Sowergaon
ANDHRA PRADESH,Adilabad,Neradigonda,Lokhampur
ANDHRA PRADESH,Adilabad,Neradigonda,Buddikonda
ANDHRA PRADESH,Adilabad,Neradigonda,Waddur
ANDHRA PRADESH,Adilabad,Neradigonda,Darba
ANDHRA PRADESH,Adilabad,Neradigonda,Bondadi
ANDHRA PRADESH,Adilabad,Neradigonda,Surdapur
ANDHRA PRADESH,Adilabad,Neradigonda,Kishtapur
ANDHRA PRADESH,Adilabad,Neradigonda,Shankarapur
ANDHRA PRADESH,Adilabad,Neradigonda,Neradigonda
ANDHRA PRADESH,Adilabad,Neradigonda,Rolmanda
ANDHRA PRADESH,Adilabad,Neradigonda,Buggaram
ANDHRA PRADESH,Adilabad,Neradigonda,Kuntala (Khurd)
ANDHRA PRADESH,Adilabad,Neradigonda,Nagamalyal
ANDHRA PRADESH,Adilabad,Neradigonda,Peechra
ANDHRA PRADESH,Adilabad,Neradigonda,Boragaon
ANDHRA PRADESH,Adilabad,Neradigonda,Bandemregad
ANDHRA PRADESH,Adilabad,Neradigonda,Purushothampur
ANDHRA PRADESH,Adilabad,Neradigonda,Rajura
ANDHRA PRADESH,Adilabad,Neradigonda,Ispur
ANDHRA PRADESH,Adilabad,Neradigonda,Narayanapur
ANDHRA PRADESH,Adilabad,Neradigonda,Wankidi
ANDHRA PRADESH,Adilabad,Neradigonda,Koratkal (Buzurg)
ANDHRA PRADESH,Adilabad,Neradigonda,Dhonnora
ANDHRA PRADESH,Adilabad,Neradigonda,Koratkal (Khurd)
ANDHRA PRADESH,Adilabad,Neradigonda,Lingatla
ANDHRA PRADESH,Adilabad,Neradigonda,Arepalle
ANDHRA PRADESH,Adilabad,Sirpur,Sirpur
ANDHRA PRADESH,Adilabad,Sirpur,Raghapur
ANDHRA PRADESH,Adilabad,Sirpur,Bhurnur
ANDHRA PRADESH,Adilabad,Sirpur,Phullara
ANDHRA PRADESH,Adilabad,Sirpur,Devadpalle
ANDHRA PRADESH,Adilabad,Sirpur,Seetagondi
ANDHRA PRADESH,Adilabad,Sirpur,Pangdi
ANDHRA PRADESH,Adilabad,Sirpur,Babjipet
ANDHRA PRADESH,Adilabad,Sirpur,Chorpalle
ANDHRA PRADESH,Adilabad,Sirpur,Vankamaddi
ANDHRA PRADESH,Adilabad,Sirpur,Netnur
ANDHRA PRADESH,Adilabad,Sirpur,Pamulawada
ANDHRA PRADESH,Adilabad,Sirpur,Sirpur
ANDHRA PRADESH,Adilabad,Sirpur,Kohinur (Buzurg)
ANDHRA PRADESH,Adilabad,Sirpur,Kohinur (Khurd)
ANDHRA PRADESH,Adilabad,Sirpur,Shettihadapnur
ANDHRA PRADESH,Adilabad,Sirpur,Chapri
ANDHRA PRADESH,Adilabad,Sirpur,Dhanora
ANDHRA PRADESH,Adilabad,Sirpur,Mahagaon
ANDHRA PRADESH,Adilabad,Sirpur,Ghumnur (Khurd)
ANDHRA PRADESH,Adilabad,Sirpur,Ghumnur (Buzurg)
ANDHRA PRADESH,Adilabad,Sirpur,Khanchanpalle
ANDHRA PRADESH,Adilabad,Sirpur,Kothapalle
ANDHRA PRADESH,Adilabad,Sirpur,Mamidipalle
ANDHRA PRADESH,Adilabad,Sirpur,Lingapur
ANDHRA PRADESH,Adilabad,Sirpur,Yellapatar
ANDHRA PRADESH,Adilabad,Sirpur,Jamuldhara
ANDHRA PRADESH,Adilabad,Rebbana,Rebbana
ANDHRA PRADESH,Adilabad,Rebbana,Edvalli
ANDHRA PRADESH,Adilabad,Rebbana,Khairgaon
ANDHRA PRADESH,Adilabad,Rebbana,Mediguda
ANDHRA PRADESH,Adilabad,Rebbana,Navegaon
ANDHRA PRADESH,Adilabad,Rebbana,Venkulam
ANDHRA PRADESH,Adilabad,Rebbana,Rollapet
ANDHRA PRADESH,Adilabad,Rebbana,Rampur
ANDHRA PRADESH,Adilabad,Rebbana,Kondapalle
ANDHRA PRADESH,Adilabad,Rebbana,Nerpalle
ANDHRA PRADESH,Adilabad,Rebbana,Rebbana
ANDHRA PRADESH,Adilabad,Rebbana,Gangapur
ANDHRA PRADESH,Adilabad,Rebbana,Passigaon
ANDHRA PRADESH,Adilabad,Rebbana,Tungeda
ANDHRA PRADESH,Adilabad,Rebbana,Pothpalle
ANDHRA PRADESH,Adilabad,Rebbana,Dharmaram
ANDHRA PRADESH,Adilabad,Rebbana,Nambal
ANDHRA PRADESH,Adilabad,Rebbana,Gollet
ANDHRA PRADESH,Adilabad,Rebbana,Sonapur
ANDHRA PRADESH,Adilabad,Rebbana,Pulikunta
ANDHRA PRADESH,Adilabad,Rebbana,Fakeerpalle
ANDHRA PRADESH,Adilabad,Rebbana,Takkallapalle
ANDHRA PRADESH,Adilabad,Rebbana,Rajaram
ANDHRA PRADESH,Adilabad,Rebbana,Rollapahad
ANDHRA PRADESH,Adilabad,Rebbana,Seethanagar
ANDHRA PRADESH,Adilabad,Rebbana,Govindapur
ANDHRA PRADESH,Adilabad,Rebbana,Komarvalli
ANDHRA PRADESH,Adilabad,Rebbana,Rangapur
ANDHRA PRADESH,Adilabad,Rebbana,Narayanpur
ANDHRA PRADESH,Adilabad,Rebbana,Kistapur
ANDHRA PRADESH,Adilabad,Rebbana,Gudepalle
ANDHRA PRADESH,Adilabad,Rebbana,Jakkalpalle
ANDHRA PRADESH,Adilabad,Bhimini,Bhimini
ANDHRA PRADESH,Adilabad,Bhimini,Karjibheempur
ANDHRA PRADESH,Adilabad,Bhimini,Akkalapalle
ANDHRA PRADESH,Adilabad,Bhimini,Laxmipur
ANDHRA PRADESH,Adilabad,Bhimini,Wadal
ANDHRA PRADESH,Adilabad,Bhimini,Peddagudipet
ANDHRA PRADESH,Adilabad,Bhimini,Surjapur
ANDHRA PRADESH,Adilabad,Bhimini,Babapur
ANDHRA PRADESH,Adilabad,Bhimini,Rajaram
ANDHRA PRADESH,Adilabad,Bhimini,Peddapeta
